2.584e+02,2.696e+02,2.306e+02,2.023e+02,2.005e+02,1.717e+02,1.306e+02,1.362e+02,1.393e+02,1.249e+02,1.179e+02,1.171e+02,1.096e+02,1.002e+02,8.636e+01,8.057e+01,7.775e+01,8.027e+01
9.417e+01,8.072e+01,8.074e+01,8.234e+01,7.553e+01,7.507e+01,6.354e+01,6.496e+01,7.473e+01,6.963e+01,7.217e+01,7.718e+01,7.151e+01,7.157e+01,6.570e+01,6.953e+01,6.955e+01,6.986e+01
7.741e+01,6.900e+01,6.954e+01,7.342e+01,6.880e+01,6.858e+01,5.711e+01,6.210e+01,6.906e+01,6.217e+01,6.485e+01,7.292e+01,6.564e+01,6.532e+01,6.159e+01,6.418e+01,6.345e+01,6.330e+01
7.192e+01,6.460e+01,6.478e+01,6.791e+01,6.194e+01,6.237e+01,5.140e+01,5.414e+01,6.364e+01,5.906e+01,5.958e+01,6.613e+01,6.229e+01,5.985e+01,5.859e+01,6.179e+01,6.210e+01,5.914e+01
6.802e+01,6.199e+01,6.299e+01,6.606e+01,5.951e+01,6.017e+01,4.927e+01,5.175e+01,6.027e+01,5.467e+01,5.853e+01,6.543e+01,5.886e+01,5.790e+01,5.358e+01,5.882e+01,5.900e+01,5.492e+01
6.666e+01,6.054e+01,6.030e+01,6.399e+01,5.797e+01,5.653e+01,4.678e+01,5.020e+01,6.007e+01,5.177e+01,5.441e+01,6.285e+01,5.753e+01,5.698e+01,5.043e+01,5.453e+01,5.935e+01,5.577e+01
6.502e+01,5.906e+01,5.752e+01,5.990e+01,5.534e+01,5.481e+01,4.399e+01,4.779e+01,5.680e+01,5.047e+01,5.189e+01,6.132e+01,5.751e+01,5.398e+01,4.930e+01,5.367e+01,5.465e+01,5.325e+01
6.316e+01,5.660e+01,5.441e+01,5.749e+01,5.293e+01,5.167e+01,4.258e+01,4.702e+01,5.405e+01,4.877e+01,4.974e+01,5.856e+01,5.151e+01,5.078e+01,4.660e+01,4.920e+01,5.686e+01,5.509e+01
6.618e+01,6.157e+01,5.749e+01,5.757e+01,5.453e+01,5.232e+01,4.513e+01,4.479e+01,5.226e+01,4.944e+01,4.774e+01,6.029e+01,5.457e+01,5.282e+01,4.970e+01,4.969e+01,4.942e+01,4.994e+01
5.710e+01,5.043e+01,5.154e+01,5.369e+01,5.094e+01,4.980e+01,4.129e+01,4.274e+01,5.077e+01,4.499e+01,4.639e+01,5.692e+01,4.827e+01,4.686e+01,4.504e+01,4.724e+01,4.918e+01,4.743e+01
5.547e+01,4.934e+01,4.862e+01,5.082e+01,4.762e+01,4.574e+01,3.853e+01,3.931e+01,4.822e+01,4.264e+01,4.481e+01,5.274e+01,4.526e+01,4.265e+01,4.193e+01,4.609e+01,4.804e+01,4.657e+01
5.347e+01,4.791e+01,4.798e+01,4.985e+01,4.586e+01,4.564e+01,3.783e+01,3.807e+01,4.934e+01,4.270e+01,4.257e+01,5.198e+01,4.431e+01,4.296e+01,4.086e+01,4.335e+01,4.849e+01,4.761e+01
5.170e+01,4.379e+01,4.706e+01,4.750e+01,4.447e+01,4.278e+01,3.618e+01,3.725e+01,4.521e+01,3.932e+01,4.105e+01,4.857e+01,4.307e+01,4.002e+01,3.904e+01,4.372e+01,4.470e+01,4.353e+01
4.999e+01,4.428e+01,4.600e+01,4.667e+01,4.541e+01,4.102e+01,3.671e+01,3.970e+01,4.285e+01,3.885e+01,3.944e+01,4.677e+01,4.034e+01,3.864e+01,3.721e+01,4.049e+01,4.407e+01,4.286e+01
4.856e+01,4.227e+01,4.288e+01,4.501e+01,4.169e+01,3.795e+01,3.414e+01,3.639e+01,4.160e+01,3.783e+01,3.810e+01,4.420e+01,4.068e+01,3.864e+01,3.741e+01,3.930e+01,4.314e+01,4.383e+01
4.832e+01,3.967e+01,4.220e+01,4.534e+01,4.214e+01,3.776e+01,3.315e+01,3.582e+01,4.335e+01,3.686e+01,3.671e+01,4.489e+01,4.210e+01,4.003e+01,3.778e+01,4.013e+01,4.045e+01,3.988e+01
4.627e+01,3.996e+01,4.249e+01,4.257e+01,4.193e+01,3.774e+01,3.346e+01,3.591e+01,4.060e+01,3.572e+01,3.640e+01,4.389e+01,3.857e+01,3.748e+01,3.530e+01,3.735e+01,3.902e+01,3.940e+01
